instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime,year,month,day,day_of_week,week_of_year,season_label,weather_label,weekday_label,time_of_day,is_rush_hour,temp_category,temp_celsius,atemp_celsius,usage_period
11852,2012-05-14,2,1,5,0,0,1,1,2,0.6,0.6212,0.56,0.2537,21,14,35,2012-05-14 00:00:00,2012,5,14,0,20,Summer,Mist,Monday,Night,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11853,2012-05-14,2,1,5,1,0,1,1,2,0.6,0.6061,0.6,0.2836,5,6,11,2012-05-14 01:00:00,2012,5,14,0,20,Summer,Mist,Monday,Night,0,Moderate,16.599999999999998,14.305,Off-Peak
11854,2012-05-14,2,1,5,2,0,1,1,1,0.6,0.6061,0.6,0.2985,1,1,2,2012-05-14 02:00:00,2012,5,14,0,20,Summer,Clear,Monday,Night,0,Moderate,16.599999999999998,14.305,Off-Peak
11855,2012-05-14,2,1,5,3,0,1,1,2,0.58,0.5455,0.68,0.3284,0,2,2,2012-05-14 03:00:00,2012,5,14,0,20,Summer,Mist,Monday,Night,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11856,2012-05-14,2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239,3,3,6,2012-05-14 04:00:00,2012,5,14,0,20,Summer,Mist,Monday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11857,2012-05-14,2,1,5,5,0,1,1,2,0.54,0.5152,0.77,0.1642,1,25,26,2012-05-14 05:00:00,2012,5,14,0,20,Summer,Mist,Monday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11858,2012-05-14,2,1,5,6,0,1,1,3,0.52,0.5,0.94,0.2985,3,62,65,2012-05-14 06:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Morning,0,Moderate,13.32,9.0,Off-Peak
11859,2012-05-14,2,1,5,7,0,1,1,3,0.52,0.5,0.94,0.194,3,72,75,2012-05-14 07:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Morning,1,Moderate,13.32,9.0,Peak
11860,2012-05-14,2,1,5,8,0,1,1,3,0.54,0.5152,0.88,0.2239,1,155,156,2012-05-14 08:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Morning,1,Moderate,14.14,9.759999999999998,Peak
11861,2012-05-14,2,1,5,9,0,1,1,3,0.54,0.5152,0.88,0.2836,5,105,110,2012-05-14 09:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11862,2012-05-14,2,1,5,10,0,1,1,3,0.54,0.5152,0.88,0.2537,6,53,59,2012-05-14 10:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11863,2012-05-14,2,1,5,11,0,1,1,2,0.56,0.5303,0.83,0.2239,12,67,79,2012-05-14 11:00:00,2012,5,14,0,20,Summer,Mist,Monday,Morning,0,Moderate,14.96,10.515,Off-Peak
11864,2012-05-14,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,53,132,185,2012-05-14 12:00:00,2012,5,14,0,20,Summer,Mist,Monday,Afternoon,0,Moderate,14.96,10.515,Off-Peak
11865,2012-05-14,2,1,5,13,0,1,1,2,0.62,0.5909,0.73,0.2239,33,143,176,2012-05-14 13:00:00,2012,5,14,0,20,Summer,Mist,Monday,Afternoon,0,Hot,17.419999999999998,13.544999999999998,Off-Peak
11866,2012-05-14,2,1,5,14,0,1,1,2,0.62,0.5909,0.73,0.2537,43,128,171,2012-05-14 14:00:00,2012,5,14,0,20,Summer,Mist,Monday,Afternoon,0,Hot,17.419999999999998,13.544999999999998,Off-Peak
11867,2012-05-14,2,1,5,15,0,1,1,2,0.62,0.5909,0.73,0.1642,40,156,196,2012-05-14 15:00:00,2012,5,14,0,20,Summer,Mist,Monday,Afternoon,0,Hot,17.419999999999998,13.544999999999998,Off-Peak
11868,2012-05-14,2,1,5,16,0,1,1,3,0.62,0.6061,0.69,0.2836,20,91,111,2012-05-14 16:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Afternoon,0,Hot,17.419999999999998,14.305,Off-Peak
11869,2012-05-14,2,1,5,17,0,1,1,3,0.56,0.5303,0.88,0.2537,25,204,229,2012-05-14 17:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Afternoon,1,Moderate,14.96,10.515,Peak
11870,2012-05-14,2,1,5,18,0,1,1,2,0.58,0.5455,0.83,0.0,17,283,300,2012-05-14 18:00:00,2012,5,14,0,20,Summer,Mist,Monday,Evening,1,Moderate,15.779999999999998,11.274999999999999,Peak
11871,2012-05-14,2,1,5,19,0,1,1,3,0.58,0.5455,0.88,0.1343,10,294,304,2012-05-14 19:00:00,2012,5,14,0,20,Summer,Light Snow/Rain,Monday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11872,2012-05-14,2,1,5,20,0,1,1,2,0.58,0.5455,0.88,0.194,11,178,189,2012-05-14 20:00:00,2012,5,14,0,20,Summer,Mist,Monday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11873,2012-05-14,2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,7,145,152,2012-05-14 21:00:00,2012,5,14,0,20,Summer,Mist,Monday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11874,2012-05-14,2,1,5,22,0,1,1,2,0.58,0.5455,0.78,0.0896,11,118,129,2012-05-14 22:00:00,2012,5,14,0,20,Summer,Mist,Monday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11875,2012-05-14,2,1,5,23,0,1,1,2,0.58,0.5455,0.78,0.1045,11,64,75,2012-05-14 23:00:00,2012,5,14,0,20,Summer,Mist,Monday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11876,2012-05-15,2,1,5,0,0,2,1,2,0.56,0.5303,0.88,0.1343,7,25,32,2012-05-15 00:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11877,2012-05-15,2,1,5,1,0,2,1,3,0.56,0.5303,0.88,0.1343,5,14,19,2012-05-15 01:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11878,2012-05-15,2,1,5,2,0,2,1,2,0.56,0.5303,0.88,0.1343,1,3,4,2012-05-15 02:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11879,2012-05-15,2,1,5,3,0,2,1,3,0.58,0.5455,0.83,0.1343,1,5,6,2012-05-15 03:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Night,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11880,2012-05-15,2,1,5,4,0,2,1,3,0.56,0.5303,0.94,0.0,1,4,5,2012-05-15 04:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11881,2012-05-15,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,0,8,8,2012-05-15 05:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11882,2012-05-15,2,1,5,6,0,2,1,3,0.56,0.5303,0.94,0.2239,2,22,24,2012-05-15 06:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Morning,0,Moderate,14.96,10.515,Off-Peak
11883,2012-05-15,2,1,5,7,0,2,1,3,0.56,0.5303,0.94,0.1343,1,91,92,2012-05-15 07:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Morning,1,Moderate,14.96,10.515,Peak
11884,2012-05-15,2,1,5,8,0,2,1,2,0.58,0.5455,0.88,0.0896,8,401,409,2012-05-15 08:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Morning,1,Moderate,15.779999999999998,11.274999999999999,Peak
11885,2012-05-15,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,28,327,355,2012-05-15 09:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Morning,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11886,2012-05-15,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.1045,27,144,171,2012-05-15 10:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Morning,0,Hot,17.419999999999998,13.544999999999998,Off-Peak
11887,2012-05-15,2,1,5,11,0,2,1,1,0.64,0.5909,0.78,0.194,38,186,224,2012-05-15 11:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Morning,0,Hot,18.240000000000002,13.544999999999998,Off-Peak
11888,2012-05-15,2,1,5,12,0,2,1,1,0.64,0.6061,0.73,0.194,44,220,264,2012-05-15 12:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Afternoon,0,Hot,18.240000000000002,14.305,Off-Peak
11889,2012-05-15,2,1,5,13,0,2,1,3,0.64,0.6061,0.73,0.194,35,204,239,2012-05-15 13:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Afternoon,0,Hot,18.240000000000002,14.305,Off-Peak
11890,2012-05-15,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.194,39,145,184,2012-05-15 14:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Afternoon,0,Hot,18.240000000000002,14.305,Off-Peak
11891,2012-05-15,2,1,5,15,0,2,1,2,0.7,0.6515,0.61,0.0896,51,205,256,2012-05-15 15:00:00,2012,5,15,1,20,Summer,Mist,Tuesday,Afternoon,0,Hot,20.7,16.574999999999996,Off-Peak
11892,2012-05-15,2,1,5,16,0,2,1,1,0.68,0.6364,0.65,0.1642,74,300,374,2012-05-15 16:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Afternoon,0,Hot,19.880000000000003,15.819999999999997,Off-Peak
11893,2012-05-15,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678,2012-05-15 17:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Afternoon,1,Hot,19.880000000000003,15.819999999999997,Peak
11894,2012-05-15,2,1,5,18,0,2,1,1,0.7,0.6515,0.61,0.0896,68,665,733,2012-05-15 18:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Evening,1,Hot,20.7,16.574999999999996,Peak
11895,2012-05-15,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.1642,57,455,512,2012-05-15 19:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Evening,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11896,2012-05-15,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,30,233,263,2012-05-15 20:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Evening,0,Hot,18.240000000000002,14.305,Off-Peak
11897,2012-05-15,2,1,5,21,0,2,1,3,0.64,0.6061,0.73,0.2836,11,98,109,2012-05-15 21:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Evening,0,Hot,18.240000000000002,14.305,Off-Peak
11898,2012-05-15,2,1,5,22,0,2,1,1,0.58,0.5455,0.78,0.2239,9,74,83,2012-05-15 22:00:00,2012,5,15,1,20,Summer,Clear,Tuesday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11899,2012-05-15,2,1,5,23,0,2,1,3,0.56,0.5303,0.88,0.1045,13,58,71,2012-05-15 23:00:00,2012,5,15,1,20,Summer,Light Snow/Rain,Tuesday,Evening,0,Moderate,14.96,10.515,Off-Peak
11900,2012-05-16,2,1,5,0,0,3,1,2,0.58,0.5455,0.88,0.0,12,27,39,2012-05-16 00:00:00,2012,5,16,2,20,Summer,Mist,Wednesday,Night,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11901,2012-05-16,2,1,5,1,0,3,1,2,0.58,0.5455,0.88,0.1343,7,14,21,2012-05-16 01:00:00,2012,5,16,2,20,Summer,Mist,Wednesday,Night,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11902,2012-05-16,2,1,5,2,0,3,1,1,0.56,0.5303,0.94,0.194,5,14,19,2012-05-16 02:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Night,0,Moderate,14.96,10.515,Off-Peak
11903,2012-05-16,2,1,5,3,0,3,1,1,0.56,0.5303,0.88,0.1045,1,5,6,2012-05-16 03:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Night,0,Moderate,14.96,10.515,Off-Peak
11904,2012-05-16,2,1,5,4,0,3,1,1,0.54,0.5152,0.94,0.1343,1,3,4,2012-05-16 04:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11905,2012-05-16,2,1,5,5,0,3,1,1,0.54,0.5152,0.94,0.1045,4,34,38,2012-05-16 05:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11906,2012-05-16,2,1,5,6,0,3,1,1,0.54,0.5152,0.94,0.0896,8,150,158,2012-05-16 06:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11907,2012-05-16,2,1,5,7,0,3,1,1,0.56,0.5303,0.83,0.0,14,426,440,2012-05-16 07:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Morning,1,Moderate,14.96,10.515,Peak
11908,2012-05-16,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,33,617,650,2012-05-16 08:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Morning,1,Moderate,15.779999999999998,11.274999999999999,Peak
11909,2012-05-16,2,1,5,9,0,3,1,2,0.6,0.5758,0.78,0.1343,33,314,347,2012-05-16 09:00:00,2012,5,16,2,20,Summer,Mist,Wednesday,Morning,0,Moderate,16.599999999999998,12.79,Off-Peak
11910,2012-05-16,2,1,5,10,0,3,1,1,0.66,0.6212,0.61,0.0,43,149,192,2012-05-16 10:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Morning,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11911,2012-05-16,2,1,5,11,0,3,1,1,0.7,0.6515,0.54,0.1343,55,212,267,2012-05-16 11:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Morning,0,Hot,20.7,16.574999999999996,Off-Peak
11912,2012-05-16,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.194,59,271,330,2012-05-16 12:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Afternoon,0,Hot,20.7,16.574999999999996,Off-Peak
11913,2012-05-16,2,1,5,13,0,3,1,1,0.72,0.6515,0.42,0.0,77,273,350,2012-05-16 13:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Afternoon,0,Hot,21.52,16.574999999999996,Off-Peak
11914,2012-05-16,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.0896,42,221,263,2012-05-16 14:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Afternoon,0,Hot,21.52,16.574999999999996,Off-Peak
11915,2012-05-16,2,1,5,15,0,3,1,2,0.72,0.6667,0.48,0.1045,52,222,274,2012-05-16 15:00:00,2012,5,16,2,20,Summer,Mist,Wednesday,Afternoon,0,Hot,21.52,17.335,Off-Peak
11916,2012-05-16,2,1,5,16,0,3,1,1,0.72,0.6515,0.45,0.1045,70,376,446,2012-05-16 16:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Afternoon,0,Hot,21.52,16.574999999999996,Off-Peak
11917,2012-05-16,2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194,104,769,873,2012-05-16 17:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Afternoon,1,Hot,21.52,17.335,Peak
11918,2012-05-16,2,1,5,18,0,3,1,1,0.72,0.6667,0.51,0.2239,97,749,846,2012-05-16 18:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,1,Hot,21.52,17.335,Peak
11919,2012-05-16,2,1,5,19,0,3,1,1,0.7,0.6515,0.54,0.2836,91,499,590,2012-05-16 19:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,0,Hot,20.7,16.574999999999996,Off-Peak
11920,2012-05-16,2,1,5,20,0,3,1,1,0.66,0.6212,0.65,0.2537,61,398,459,2012-05-16 20:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11921,2012-05-16,2,1,5,21,0,3,1,1,0.64,0.6061,0.73,0.194,63,330,393,2012-05-16 21:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,0,Hot,18.240000000000002,14.305,Off-Peak
11922,2012-05-16,2,1,5,22,0,3,1,1,0.64,0.6061,0.73,0.1642,33,253,286,2012-05-16 22:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,0,Hot,18.240000000000002,14.305,Off-Peak
11923,2012-05-16,2,1,5,23,0,3,1,1,0.62,0.5909,0.78,0.1045,26,107,133,2012-05-16 23:00:00,2012,5,16,2,20,Summer,Clear,Wednesday,Evening,0,Hot,17.419999999999998,13.544999999999998,Off-Peak
11924,2012-05-17,2,1,5,0,0,4,1,1,0.6,0.5758,0.78,0.1343,30,49,79,2012-05-17 00:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,16.599999999999998,12.79,Off-Peak
11925,2012-05-17,2,1,5,1,0,4,1,1,0.6,0.5606,0.83,0.1642,12,16,28,2012-05-17 01:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,16.599999999999998,12.030000000000001,Off-Peak
11926,2012-05-17,2,1,5,2,0,4,1,1,0.6,0.5758,0.78,0.1642,8,8,16,2012-05-17 02:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,16.599999999999998,12.79,Off-Peak
11927,2012-05-17,2,1,5,3,0,4,1,1,0.6,0.5909,0.73,0.2537,0,3,3,2012-05-17 03:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,16.599999999999998,13.544999999999998,Off-Peak
11928,2012-05-17,2,1,5,4,0,4,1,1,0.6,0.6061,0.64,0.3284,3,13,16,2012-05-17 04:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,16.599999999999998,14.305,Off-Peak
11929,2012-05-17,2,1,5,5,0,4,1,1,0.56,0.5303,0.68,0.3284,1,34,35,2012-05-17 05:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Night,0,Moderate,14.96,10.515,Off-Peak
11930,2012-05-17,2,1,5,6,0,4,1,1,0.54,0.5152,0.73,0.3582,10,149,159,2012-05-17 06:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11931,2012-05-17,2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,25,449,474,2012-05-17 07:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,1,Moderate,14.14,9.759999999999998,Peak
11932,2012-05-17,2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,29,605,634,2012-05-17 08:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,1,Moderate,13.32,9.0,Peak
11933,2012-05-17,2,1,5,9,0,4,1,1,0.54,0.5152,0.52,0.4179,57,289,346,2012-05-17 09:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11934,2012-05-17,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,43,162,205,2012-05-17 10:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,0,Moderate,14.96,10.515,Off-Peak
11935,2012-05-17,2,1,5,11,0,4,1,1,0.58,0.5455,0.49,0.2239,77,202,279,2012-05-17 11:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Morning,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11936,2012-05-17,2,1,5,12,0,4,1,1,0.6,0.6212,0.43,0.194,72,276,348,2012-05-17 12:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11937,2012-05-17,2,1,5,13,0,4,1,1,0.62,0.6212,0.41,0.194,86,241,327,2012-05-17 13:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11938,2012-05-17,2,1,5,14,0,4,1,1,0.64,0.6212,0.38,0.194,68,202,270,2012-05-17 14:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11939,2012-05-17,2,1,5,15,0,4,1,1,0.64,0.6212,0.36,0.2537,83,233,316,2012-05-17 15:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11940,2012-05-17,2,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.194,86,344,430,2012-05-17 16:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11941,2012-05-17,2,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,133,719,852,2012-05-17 17:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Afternoon,1,Hot,19.060000000000002,15.059999999999999,Peak
11942,2012-05-17,2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,134,734,868,2012-05-17 18:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,1,Hot,19.060000000000002,15.059999999999999,Peak
11943,2012-05-17,2,1,5,19,0,4,1,1,0.64,0.6212,0.31,0.194,86,451,537,2012-05-17 19:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11944,2012-05-17,2,1,5,20,0,4,1,1,0.6,0.6212,0.4,0.194,83,363,446,2012-05-17 20:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11945,2012-05-17,2,1,5,21,0,4,1,1,0.58,0.5455,0.4,0.1045,45,254,299,2012-05-17 21:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11946,2012-05-17,2,1,5,22,0,4,1,1,0.56,0.5303,0.43,0.0896,42,209,251,2012-05-17 22:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,0,Moderate,14.96,10.515,Off-Peak
11947,2012-05-17,2,1,5,23,0,4,1,1,0.54,0.5152,0.49,0.1343,29,137,166,2012-05-17 23:00:00,2012,5,17,3,20,Summer,Clear,Thursday,Evening,0,Moderate,14.14,9.759999999999998,Off-Peak
11948,2012-05-18,2,1,5,0,0,5,1,1,0.52,0.5,0.59,0.1045,13,57,70,2012-05-18 00:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,13.32,9.0,Off-Peak
11949,2012-05-18,2,1,5,1,0,5,1,1,0.5,0.4848,0.59,0.0896,16,33,49,2012-05-18 01:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11950,2012-05-18,2,1,5,2,0,5,1,1,0.48,0.4697,0.67,0.1343,12,9,21,2012-05-18 02:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,11.68,7.484999999999999,Off-Peak
11951,2012-05-18,2,1,5,3,0,5,1,1,0.46,0.4545,0.72,0.0896,6,8,14,2012-05-18 03:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,10.86,6.725000000000001,Off-Peak
11952,2012-05-18,2,1,5,4,0,5,1,1,0.46,0.4545,0.77,0.1642,0,11,11,2012-05-18 04:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,10.86,6.725000000000001,Off-Peak
11953,2012-05-18,2,1,5,5,0,5,1,1,0.46,0.4545,0.77,0.1045,1,33,34,2012-05-18 05:00:00,2012,5,18,4,20,Summer,Clear,Friday,Night,0,Moderate,10.86,6.725000000000001,Off-Peak
11954,2012-05-18,2,1,5,6,0,5,1,1,0.44,0.4394,0.77,0.1343,14,168,182,2012-05-18 06:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,0,Moderate,10.04,5.969999999999999,Off-Peak
11955,2012-05-18,2,1,5,7,0,5,1,1,0.46,0.4545,0.82,0.1045,40,475,515,2012-05-18 07:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,1,Moderate,10.86,6.725000000000001,Peak
11956,2012-05-18,2,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,49,696,745,2012-05-18 08:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,1,Moderate,13.32,9.0,Peak
11957,2012-05-18,2,1,5,9,0,5,1,1,0.56,0.5303,0.56,0.1045,57,304,361,2012-05-18 09:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,0,Moderate,14.96,10.515,Off-Peak
11958,2012-05-18,2,1,5,10,0,5,1,1,0.6,0.6212,0.46,0.1343,74,181,255,2012-05-18 10:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11959,2012-05-18,2,1,5,11,0,5,1,1,0.62,0.6212,0.43,0.0,109,225,334,2012-05-18 11:00:00,2012,5,18,4,20,Summer,Clear,Friday,Morning,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11960,2012-05-18,2,1,5,12,0,5,1,1,0.62,0.6212,0.41,0.194,108,252,360,2012-05-18 12:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11961,2012-05-18,2,1,5,13,0,5,1,1,0.64,0.6212,0.36,0.1642,98,297,395,2012-05-18 13:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11962,2012-05-18,2,1,5,14,0,5,1,1,0.66,0.6212,0.34,0.1343,108,242,350,2012-05-18 14:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11963,2012-05-18,2,1,5,15,0,5,1,1,0.66,0.6212,0.36,0.194,131,260,391,2012-05-18 15:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11964,2012-05-18,2,1,5,16,0,5,1,1,0.66,0.6212,0.34,0.2537,151,417,568,2012-05-18 16:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11965,2012-05-18,2,1,5,17,0,5,1,1,0.66,0.6212,0.34,0.1343,124,688,812,2012-05-18 17:00:00,2012,5,18,4,20,Summer,Clear,Friday,Afternoon,1,Hot,19.060000000000002,15.059999999999999,Peak
11966,2012-05-18,2,1,5,18,0,5,1,1,0.64,0.6212,0.38,0.2239,99,570,669,2012-05-18 18:00:00,2012,5,18,4,20,Summer,Clear,Friday,Evening,1,Hot,18.240000000000002,15.059999999999999,Peak
11967,2012-05-18,2,1,5,19,0,5,1,1,0.62,0.6212,0.41,0.194,91,392,483,2012-05-18 19:00:00,2012,5,18,4,20,Summer,Clear,Friday,Evening,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11968,2012-05-18,2,1,5,20,0,5,1,1,0.62,0.6212,0.41,0.1642,73,264,337,2012-05-18 20:00:00,2012,5,18,4,20,Summer,Clear,Friday,Evening,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
